,60/40 Benchmark,Equal Weight,Phase II Hand + Regime,Post-Phase-II Regime Optimized,Risk Parity,Minimum Volatility
2011-04-15,0.008763291668979212,0.007470011493238516,0.0033752705800996915,-0.00021386862632701278,0.009142047809836504,0.007470011493238516
2011-04-22,0.007462596772744561,0.007724723787309809,0.009160761084646203,0.010306724256748013,0.006972213051219646,0.007724723787309809
2011-04-29,0.01741703926741706,0.019294408403436016,0.018298727168022975,0.018349573585485085,0.018587495547716826,0.019294408403436016
2011-05-06,-0.0046221070676766935,-0.014662353429750658,-0.012232445653260938,-0.015069280948935584,-0.01272276816987877,-0.014662353429750658
2011-05-13,0.0011082256114587825,0.002567544165059686,0.0012265102675678762,0.0009555533891774332,0.002873069437888107,0.002567544165059686
2011-05-20,-0.000835734336308508,0.0038750863812250336,0.0006383904461976196,0.0004961232711599151,0.004032494459984517,0.0038750863812250336
2011-05-27,0.004571564319036836,0.005398998424474655,0.002980913514690794,0.0015475060307410715,0.005792958846864426,0.005398998424474655
2011-06-03,-0.014069637239627519,-0.008828408836213632,-0.017131469956281252,-0.019819932954467486,-0.007991575770302257,-0.008828408836213632
2011-06-10,-0.007338053543562984,-0.006070689298891431,-0.014557997154494864,-0.016011904861225598,-0.004429642808222785,-0.006070689298891431
2011-06-17,-0.003638492567192098,-0.0026405657053158718,-0.0038577629857040126,-0.006092297721909174,-0.0027204823586979973,-0.0026405657053158718
2011-06-24,0.002164486825734182,-0.0036400429491396267,0.0005519870063354507,0.0046451505986007295,-0.0033192962381237297,-0.0036400429491396267
2011-07-01,0.019832144291394023,0.007900124749095822,-0.00101722781425754,-0.010541302628635436,0.0038180325338233725,0.007900124749095822
